Indice  Estatus    Matricula  Apellido paterno     Apellido materno     Nombre               Edad  Genero    
842     ACTIVO     306127     RUIZ                 COTA                 ISAAC                65    HOMBRE    
843     ACTIVO     324537     ROJAS                FERNANDEZ            ALICIA               28    MUJER     
844     ACTIVO     312477     DUARTE               MORA                 CAMILA               45    MUJER     
845     ACTIVO     303610     SANCHEZ              CASTRO               AXEL                 29    HOMBRE    
846     ACTIVO     324405     MEJIA                DEL TORO             DAFNE                31    MUJER     
847     ACTIVO     309360     MORA                 MORA                 ALEXIA               54    MUJER     
848     ACTIVO     329359     DIAZ                 HERNANDEZ            ERICK                41    HOMBRE    
849     ACTIVO     302843     ESPINOZA             JUAREZ               ALEJANDRA            35    MUJER     
850     ACTIVO     313340     PINEDA               FLORES               ALBERTO              66    HOMBRE    
851     ACTIVO     323029     FLORES               JUAREZ               GAEL                 37    HOMBRE    
852     ACTIVO     302093     DE LA FUENTE         DEL TORO             JOHAN                43    HOMBRE    
853     ACTIVO     326559     FLORES               GARCIA               GAEL                 59    HOMBRE    
854     ACTIVO     303830     SANCHEZ              PEREZ                ISAAC                59    HOMBRE    
855     ACTIVO     307075     GARCIA               ALVAREZ              HUGO                 55    HOMBRE    
856     ACTIVO     327040     CASTILLO             DE LA FUENTE         MONSERRAT            34    MUJER     
857     ACTIVO     310444     BENITEZ              FLORES               ALEJANDRA            41    MUJER     
858     ACTIVO     313824     BENITEZ              ESPINOZA             VALERIA              58    MUJER     
859     ACTIVO     314253     RODRIGUEZ            MORA                 FRIDA                32    MUJER     
860     ACTIVO     318977     ROJAS                DIAZ                 SOFIA                26    MUJER     
861     ACTIVO     320649     MORA                 PINEDA               REBECA               59    MUJER     
862     ACTIVO     306154     ANDRADE              MEJIA                JOHAN                61    HOMBRE    
863     ACTIVO     311265     ALVAREZ              PINEDA               MARIA                68    MUJER     
864     ACTIVO     325807     ALVAREZ              CASTRO               DANIEL               17    HOMBRE    
865     ACTIVO     304861     JUAREZ               DIAZ                 ALEXIA               30    MUJER     
866     ACTIVO     307898     PINEDA               PINEDA               ADAM                 65    HOMBRE    
867     ACTIVO     315965     PINEDA               BENITEZ              FRIDA                22    MUJER     
868     ACTIVO     324442     RUIZ                 SILVA                GINA                 55    MUJER     
869     ACTIVO     324066     CONTRERAS            DE LA FUENTE         ALEJANDRA            59    MUJER     
870     ACTIVO     325515     MARTINEZ             LOPEZ                GINEBRA              44    MUJER     
871     ACTIVO     313784     SILVA                VERA                 ERICK                54    HOMBRE    
872     ACTIVO     302087     SILVA                CASTILLO             DAFNE                33    MUJER     
873     ACTIVO     331750     HERNANDEZ            LOPEZ                ALICIA               41    MUJER     
874     ACTIVO     305294     FERNANDEZ            DEL TORO             BRUNO                20    HOMBRE    
875     ACTIVO     325688     DIAZ                 HERNANDEZ            ELENA                45    MUJER     
876     ACTIVO     325233     CONTRERAS            FERNANDEZ            PABLO                64    HOMBRE    
877     ACTIVO     301260     ANDRADE              SANCHEZ              MARIA                22    MUJER     
878     ACTIVO     310885     GARCIA               HERNANDEZ            AXEL                 54    HOMBRE    
879     ACTIVO     300027     HERNANDEZ            DIAZ                 PABLO                17    HOMBRE    
880     ACTIVO     301445     DUARTE               DUARTE               ALICIA               40    MUJER     
881     ACTIVO     308105     RUIZ                 PINEDA               AMANDA               27    MUJER     
882     ACTIVO     328103     BENITEZ              VERA                 AURA                 60    MUJER     
883     ACTIVO     319760     SANCHEZ              CONTRERAS            ALICIA               23    MUJER     
884     ACTIVO     318692     JUAREZ               GARCIA               GINA                 32    MUJER     
885     ACTIVO     305066     FERNANDEZ            MEJIA                FRIDA                42    MUJER     
886     ACTIVO     319585     PINEDA               RODRIGUEZ            DYLAN                63    HOMBRE    
887     ACTIVO     305885     DE LA FUENTE         LOPEZ                BIANCA               53    MUJER     
888     ACTIVO     317027     ESPINOZA             RUIZ                 OLIVER               32    HOMBRE    
889     ACTIVO     310987     ROJAS                FLORES               AURA                 39    MUJER     
890     ACTIVO     332690     SANCHEZ              SANCHEZ              ADRIAN               33    HOMBRE    
891     ACTIVO     307734     DUARTE               CASTRO               TERESA               51    MUJER     
892     ACTIVO     327170     GARCIA               CONTRERAS            BRUNA                45    MUJER     
893     ACTIVO     331634     PINEDA               DIAZ                 OLIVER               61    HOMBRE    
894     ACTIVO     325626     RODRIGUEZ            CONTRERAS            VALENTINA            27    MUJER     
895     ACTIVO     315054     MEJIA                MORA                 DYLAN                18    HOMBRE    
896     ACTIVO     330404     VERA                 BENITEZ              FERNANDA             52    MUJER     
897     ACTIVO     320962     MARTINEZ             CASTILLO             IVAN                 38    HOMBRE    
898     ACTIVO     315250     MARTINEZ             JUAREZ               ALBERTO              56    HOMBRE    
899     ACTIVO     315141     DUARTE               RUIZ                 MARTINA              50    MUJER     
900     ACTIVO     328688     MARTINEZ             DEL TORO             PAOLA                21    MUJER     
901     ACTIVO     312875     PINEDA               COTA                 AXEL                 49    HOMBRE    
902     ACTIVO     316249     SILVA                ANDRADE              ALEJANDRO            43    HOMBRE    
903     ACTIVO     329087     LOPEZ                VERA                 GAEL                 41    HOMBRE    
904     ACTIVO     317047     ROJAS                SANCHEZ              GERMAN               41    HOMBRE    
905     ACTIVO     327521     ANDRADE              DUARTE               ALVARO               20    HOMBRE    
906     ACTIVO     320959     JUAREZ               DEL TORO             VALENTINA            65    MUJER     
